"id","estado","cidade","cep"
"2022","MG","Santa Luzia","33000-001"
"2023","MG","Santa Margarida","36913-000"
"2024","MG","Santa Maria de Itabira","35910-000"
"2025","MG","Santa Maria do Salto","39928-000"
"2026","MG","Santa Maria do Suaçuí","39780-000"
"2027","MG","Santa Rita de Caldas","37775-000"
"2028","MG","Santa Rita de Jacutinga","36135-000"
"2029","MG","Santa Rita de Minas","35326-000"
"2030","MG","Santa Rita do Ibitipoca","36235-000"
"2031","MG","Santa Rita do Itueto","35225-000"
"2032","MG","Santa Rita do Sapucaí","37540-000"
"2033","MG","Santa Rosa da Serra","38805-000"
"2034","MG","Santa Vitória","38320-000"
"2035","MG","Santana da Vargem","37195-000"
"2036","MG","Santana de Cataguases","36795-000"
"2037","MG","Santana de Pirapama","35785-000"
"2038","MG","Santana do Deserto","36620-000"
"2039","MG","Santana do Garambéu","36146-000"
"2040","MG","Santana do Jacaré","37278-000"
"2041","MG","Santana do Manhuaçu","36940-000"
"2042","MG","Santana do Paraíso","35179-000"
"2043","MG","Santana do Riacho","35845-000"
"2044","MG","Santana dos Montes","36430-000"
"2045","MG","Santo Antônio do Amparo","37262-000"
"2046","MG","Santo Antônio do Aventureiro","36670-000"
"2047","MG","Santo Antônio do Grama","35388-000"
"2048","MG","Santo Antônio do Itambé","39160-000"
"2049","MG","Santo Antônio do Jacinto","39935-000"
"2050","MG","Santo Antônio do Monte","35560-000"
"2051","MG","Santo Antônio do Retiro","39538-000"
"2052","MG","Santo Antônio do Rio Abaixo","35880-000"
"2053","MG","Santo Hipólito","39210-000"
"2054","MG","Santos Dumont","36240-000"
"2055","MG","São Bento Abade","37407-000"
"2056","MG","São Brás do Suaçuí","35495-000"
"2057","MG","São Domingos das Dores","35335-000"
"2058","MG","São Domingos do Prata","35993-000"
"2059","MG","São Félix de Minas","35275-000"
"2060","MG","São Francisco","39300-000"
"2061","MG","São Francisco de Paula","35543-000"
"2062","MG","São Francisco de Sales","38260-000"
"2063","MG","São Francisco do Glória","36810-000"
"2064","MG","São Geraldo","36530-000"
"2065","MG","São Geraldo da Piedade","39723-000"
"2066","MG","São Geraldo do Baixio","35258-000"
"2067","MG","São Gonçalo do Abaeté","38790-000"
"2068","MG","São Gonçalo do Pará","35544-000"
"2069","MG","São Gonçalo do Rio Abaixo","35935-000"
"2070","MG","São Gonçalo do Rio Preto","39185-000"
"2071","MG","São Gonçalo do Sapucaí","37490-000"
"2072","MG","São Gotardo","38800-000"
"2073","MG","São João Batista do Glória","37920-000"
"2074","MG","São João da Lagoa","39355-000"
"2075","MG","São João da Mata","37568-000"
"2076","MG","São João da Ponte","39430-000"
"2077","MG","São João das Missões","39475-000"
"2078","MG","São João Del Rei","36300-001"
"2079","MG","São João do Manhuaçu","36918-000"
"2080","MG","São João do Manteninha","35277-000"
"2081","MG","São João do Oriente","35146-000"
"2082","MG","São João do Pacuí","39365-000"
"2083","MG","São João do Paraíso","39540-000"
"2084","MG","São João Evangelista","39704-000"
"2085","MG","São João Nepomuceno","36680-000"
"2086","MG","São Joaquim de Bicas","32920-000"
"2087","MG","São José da Barra","37945-000"
"2088","MG","São José da Lapa","33350-000"
"2089","MG","São José da Safira","39785-000"
"2090","MG","São José da Varginha","35694-000"
"2091","MG","São José do Alegre","37510-000"
"2092","MG","São José do Divino","39848-000"
"2093","MG","São José do Goiabal","35986-000"
"2094","MG","São José do Jacuri","39707-000"
"2095","MG","São José do Mantimento","36990-000"
"2096","MG","São Lourenço","37470-000"
"2097","MG","São Miguel do Anta","36590-000"
"2098","MG","São Pedro da União","37855-000"
"2099","MG","São Pedro do Suaçuí","39784-000"
"2100","MG","São Pedro dos Ferros","35360-000"
"2101","MG","São Romão","39290-000"
"2102","MG","São Roque de Minas","37927-000"
"2103","MG","São Sebastião da Bela Vista","37567-000"
"2104","MG","São Sebastião da Vargem Alegre","36793-000"
"2105","MG","São Sebastião do Anta","35334-000"
"2106","MG","São Sebastião do Maranhão","39795-000"
"2107","MG","São Sebastião do Oeste","35567-000"
"2108","MG","São Sebastião do Paraíso","37950-000"
"2109","MG","São Sebastião do Rio Preto","35815-000"
"2110","MG","São Sebastião do Rio Verde","37467-000"
"2111","MG","São Thomé das Letras","37408-000"
"2112","MG","São Tiago","36350-000"
"2113","MG","São Tomás de Aquino","37960-000"
"2114","MG","São Vicente de Minas","37370-000"
"2115","MG","Sapucaí-Mirim","37690-000"
"2116","MG","Sardoá","39728-000"
"2117","MG","Sarzedo","32450-000"
"2118","MG","Sem Peixe","35441-000"
"2119","MG","Senador Amaral","37615-000"
"2120","MG","Senador Cortes","36650-000"
"2121","MG","Senador Firmino","36540-000"
"2122","MG","Senador José Bento","37586-000"
"2123","MG","Senador Modestino Gonçalves","39190-000"
"2124","MG","Senhora de Oliveira","36470-000"
"2125","MG","Senhora do Porto","39745-000"
"2126","MG","Senhora dos Remédios","36275-000"
"2127","MG","Sericita","35368-000"
"2128","MG","Seritinga","37454-000"
"2129","MG","Serra Azul de Minas","39165-000"
"2130","MG","Serra da Saudade","35617-000"
"2131","MG","Serra do Salitre","38760-000"
"2132","MG","Serra dos Aimorés","39868-000"
"2133","MG","Serrania","37143-000"
"2134","MG","Serranópolis de Minas","39518-000"
"2135","MG","Serranos","37452-000"
"2136","MG","Serro","39150-000"
"2137","MG","Sete Lagoas","35700-001"
"2138","MG","Setubinha","39688-000"
"2139","MG","Silveirânia","36185-000"
"2140","MG","Silvianópolis","37589-000"
"2141","MG","Simão Pereira","36123-000"
"2142","MG","Simonésia","36930-000"
"2143","MG","Sobrália","35144-000"
"2144","MG","Soledade de Minas","37478-000"
"2145","MG","Tabuleiro","36165-000"
"2146","MG","Taiobeiras","39550-000"
"2147","MG","Taparuba","36953-000"
"2148","MG","Tapira","38185-000"
"2149","MG","Tapiraí","38980-000"
"2150","MG","Taquaraçu de Minas","33980-000"
"2151","MG","Tarumirim","35140-000"
"2152","MG","Teixeiras","36580-000"
"2153","MG","Teófilo Otoni","39800-001"
"2154","MG","Timóteo","35180-001"
"2155","MG","Tiradentes","36325-000"
"2156","MG","Tiros","38880-000"
"2157","MG","Tocantins","36512-000"
"2158","MG","Tocos do Moji","37563-000"
"2159","MG","Toledo","37630-000"
"2160","MG","Tombos","36844-000"
"2161","MG","Três Corações","37410-001"
"2162","MG","Três Marias","39205-000"
"2163","MG","Três Pontas","37190-000"
"2164","MG","Tumiritinga","35125-000"
"2165","MG","Tupaciguara","38480-000"
"2166","MG","Turmalina","39660-000"
"2167","MG","Turvolândia","37496-000"
"2168","MG","Ubá","36500-000"
"2169","MG","Ubá","36500-001"
"2170","MG","Ubaí","39320-000"
"2171","MG","Ubaporanga","35338-000"
"2172","MG","Uberaba","38000-001"
"2173","MG","Uberlândia","38400-001"
"2174","MG","Umburatiba","39878-000"
"2175","MG","Unaí","38610-000"
"2176","MG","União de Minas","38288-000"
"2177","MG","Uruana de Minas","38630-000"
"2178","MG","Urucânia","35380-000"
"2179","MG","Urucuia","38649-000"
"2180","MG","Vargem Alegre","35199-000"
"2181","MG","Vargem Bonita","37922-000"
"2182","MG","Vargem Grande do Rio Pardo","39535-000"
"2183","MG","Varginha","37000-001"
"2184","MG","Varjão de Minas","38794-000"
"2185","MG","Várzea da Palma","39260-000"
"2186","MG","Varzelândia","39450-000"
"2187","MG","Vazante","38780-000"
"2188","MG","Verdelândia","39458-000"
"2189","MG","Veredinha","39663-000"
"2190","MG","Veríssimo","38150-000"
"2191","MG","Vermelho Novo","35359-000"
"2192","MG","Vespasiano","33200-000"
"2193","MG","Viçosa","36570-001"
"2194","MG","Vieiras","36895-000"
"2195","MG","Virgem da Lapa","39630-000"
"2196","MG","Virgínia","37465-000"
"2197","MG","Virginópolis","39730-000"
"2198","MG","Virgolândia","39715-000"
"2199","MG","Visconde do Rio Branco","36520-000"
"2200","MG","Volta Grande","36720-000"
"2201","MG","Wenceslau Braz","37512-000"
"2202","MS","Água Clara","79680-000"
"2203","MS","Alcinópolis","79530-000"
"2204","MS","Amambaí","79990-000"
"2205","MS","Anastácio","79210-000"
"2206","MS","Anaurilândia","79770-000"
"2207","MS","Angélica","79785-000"
"2208","MS","Antônio João","79910-000"
"2209","MS","Aparecida do Taboado","79570-000"
"2210","MS","Aquidauana","79200-000"
"2211","MS","Aral Moreira","79930-000"
"2212","MS","Bandeirantes","79430-000"
"2213","MS","Bataguassu","79780-000"
"2214","MS","Batayporã","79760-000"
"2215","MS","Bela Vista","79260-000"
"2216","MS","Bodoquena","79390-000"
"2217","MS","Bonito","79290-000"
"2218","MS","Brasilândia","79670-000"
"2219","MS","Caarapó","79940-000"
"2220","MS","Camapuã","79420-000"
"2221","MS","Campo Grande","79000-001"
"2222","MS","Caracol","79270-000"
"2223","MS","Cassilândia","79540-000"
"2224","MS","Chapadão do Sul","79560-000"
"2225","MS","Corguinho","79460-000"
"2226","MS","Coronel Sapucaia","79995-000"
"2227","MS","Corumbá","79300-001"
"2228","MS","Costa Rica","79550-000"
"2229","MS","Coxim","79400-000"
"2230","MS","Deodápolis","79790-000"
"2231","MS","Dois Irmãos do Buriti","79215-000"
"2232","MS","Douradina","79880-000"
"2233","MS","Dourados","79800-001"
"2234","MS","Eldorado","79970-000"
"2235","MS","Fátima do Sul","79700-000"
"2236","MS","Figueirão","79428-000"
"2237","MS","Glória de Dourados","79730-000"
"2238","MS","Guia Lopes da Laguna","79230-000"
"2239","MS","Iguatemi","79960-000"
"2240","MS","Inocência","79580-000"
"2241","MS","Itaporã","79890-000"
"2242","MS","Itaquiraí","79965-000"
"2243","MS","Ivinhema","79740-000"
"2244","MS","Japorã","79985-000"
"2245","MS","Jaraguari","79440-000"
"2246","MS","Jardim","79240-000"
"2247","MS","Jateí","79720-000"
"2248","MS","Jutí","79955-000"
"2249","MS","Ladário","79370-000"
"2250","MS","Laguna Carapã","79920-000"
"2251","MS","Maracaju","79150-000"
"2252","MS","Miranda","79380-000"
"2253","MS","Mundo Novo","79980-000"
"2254","MS","Naviraí","79950-000"
"2255","MS","Nioaque","79220-000"
"2256","MS","Nova Alvorada do Sul","79140-000"
"2257","MS","Nova Andradina","79750-000"
"2258","MS","Novo Horizonte do Sul","79745-000"
"2259","MS","Paraíso das Águas","79556-000"
"2260","MS","Paranaíba","79500-000"
"2261","MS","Paranhos","79925-000"
"2262","MS","Pedro Gomes","79410-000"
"2263","MS","Ponta Porã","79900-001"
"2264","MS","Porto Murtinho","79280-000"
"2265","MS","Ribas do Rio Pardo","79180-000"
"2266","MS","Rio Brilhante","79130-000"
"2267","MS","Rio Negro","79470-000"
"2268","MS","Rio Verde de Mato Grosso","79480-000"
"2269","MS","Rochedo","79450-000"
"2270","MS","Santa Rita do Pardo","79690-000"
"2271","MS","São Gabriel do Oeste","79490-000"
"2272","MS","Selvíria","79590-000"
"2273","MS","Sete Quedas","79935-000"
"2274","MS","Sidrolândia","79170-000"
"2275","MS","Sonora","79415-000"
"2276","MS","Tacuru","79975-000"
"2277","MS","Taquarussu","79765-000"
"2278","MS","Terenos","79190-000"
"2279","MS","Três Lagoas","79600-001"
"2280","MS","Vicentina","79710-000"
"2281","MT","Acorizal","78480-000"
"2282","MT","Água Boa","78635-000"
"2283","MT","Alta Floresta","78580-000"
"2284","MT","Alto Araguaia","78780-000"
"2285","MT","Alto Boa Vista","78665-000"
"2286","MT","Alto Garças","78770-000"
"2287","MT","Alto Paraguai","78410-000"
"2288","MT","Alto Taquari","78785-000"
"2289","MT","Apiacás","78595-000"
"2290","MT","Araguaiana","78685-000"
"2291","MT","Araguainha","78615-000"
"2292","MT","Araputanga","78260-000"
"2293","MT","Arenápolis","78420-000"
"2294","MT","Aripuanã","78325-000"
"2295","MT","Barão de Melgaço","78190-000"
"2296","MT","Barra do Bugres","78390-000"
"2297","MT","Barra do Garças","78600-000"
"2298","MT","Bom Jesus do Araguaia","78678-000"
"2299","MT","Brasnorte","78350-000"
"2300","MT","Cáceres","78200-000"
"2301","MT","Campinápolis","78630-000"
"2302","MT","Campo Novo do Parecis","78360-000"
"2303","MT","Campo Verde","78840-000"
"2304","MT","Campos de Júlio","78307-000"
"2305","MT","Canabrava do Norte","78658-000"
"2306","MT","Canarana","78640-000"
"2307","MT","Carlinda","78587-000"
"2308","MT","Castanheira","78345-000"
"2309","MT","Chapada dos Guimarães","78195-000"
"2310","MT","Cláudia","78540-000"
"2311","MT","Cocalinho","78680-000"
"2312","MT","Colíder","78500-000"
"2313","MT","Colniza","78335-000"
"2314","MT","Comodoro","78310-000"
"2315","MT","Confresa","78652-000"
"2316","MT","Conquista D'Oeste","78254-000"
"2317","MT","Cotriguaçu","78330-000"
"2318","MT","Cuiabá","78000-001"
"2319","MT","Curvelândia","78237-000"
"2320","MT","Denise","78380-000"
"2321","MT","Diamantino","78400-000"
"2322","MT","Dom Aquino","78830-000"
"2323","MT","Feliz Natal","78885-000"
"2324","MT","Figueirópolis D'Oeste","78290-000"
"2325","MT","Gaúcha do Norte","78875-000"
"2326","MT","General Carneiro","78620-000"
"2327","MT","Glória D'Oeste","78293-000"
"2328","MT","Guarantã do Norte","78520-000"
"2329","MT","Guiratinga","78760-000"
"2330","MT","Indiavaí","78295-000"
"2331","MT","Ipiranga do Norte","78578-000"
"2332","MT","Itanhangá","78579-000"
"2333","MT","Itaúba","78510-000"
"2334","MT","Itiquira","78790-000"
"2335","MT","Jaciara","78820-000"
"2336","MT","Jangada","78490-000"
"2337","MT","Jauru","78255-000"
"2338","MT","Juara","78575-000"
"2339","MT","Juína","78320-000"
"2340","MT","Juruena","78340-000"
"2341","MT","Juscimeira","78810-000"
"2342","MT","Lambari D'Oeste","78278-000"
"2343","MT","Lucas do Rio Verde","78455-000"
"2344","MT","Luciara","78660-000"
"2345","MT","Marcelândia","78535-000"
"2346","MT","Matupá","78525-000"
"2347","MT","Mirassol D'Oeste","78280-000"
"2348","MT","Nobres","78460-000"
"2349","MT","Nortelândia","78430-000"
"2350","MT","Nossa Senhora do Livramento","78170-000"
"2351","MT","Nova Bandeirantes","78565-000"
"2352","MT","Nova Brasilândia","78860-000"
"2353","MT","Nova Canaã do Norte","78515-000"
"2354","MT","Nova Guarita","78508-000"
"2355","MT","Nova Lacerda","78243-000"
"2356","MT","Nova Marilândia","78415-000"
"2357","MT","Nova Maringá","78445-000"
"2358","MT","Nova Monte Verde","78593-000"
"2359","MT","Nova Mutum","78450-000"
"2360","MT","Nova Nazaré","78638-000"
"2361","MT","Nova Olímpia","78370-000"
"2362","MT","Nova Santa Helena","78548-000"
"2363","MT","Nova Ubiratã","78888-000"
"2364","MT","Nova Xavantina","78690-000"
"2365","MT","Novo Horizonte do Norte","78570-000"
"2366","MT","Novo Mundo","78528-000"
"2367","MT","Novo Santo Antônio","78674-000"
"2368","MT","Novo São Joaquim","78625-000"
"2369","MT","Paranaitá","78590-000"
"2370","MT","Paranatinga","78870-000"
"2371","MT","Pedra Preta","78795-000"
"2372","MT","Peixoto de Azevedo","78530-000"
"2373","MT","Planalto da Serra","78855-000"
"2374","MT","Poconé","78175-000"
"2375","MT","Pontal do Araguaia","78698-000"
"2376","MT","Ponte Branca","78610-000"
"2377","MT","Pontes e Lacerda","78250-000"
"2378","MT","Porto Alegre do Norte","78655-000"
"2379","MT","Porto dos Gaúchos","78560-000"
"2380","MT","Porto Esperidião","78240-000"
"2381","MT","Porto Estrela","78398-000"
"2382","MT","Poxoréu","78800-000"
"2383","MT","Primavera do Leste","78850-000"
"2384","MT","Querência","78643-000"
"2385","MT","Reserva do Cabaçal","78265-000"
"2386","MT","Ribeirão Cascalheira","78675-000"
"2387","MT","Ribeirãozinho","78613-000"
"2388","MT","Rio Branco","78275-000"
"2389","MT","Rondolândia","78338-000"
"2390","MT","Rondonópolis","78700-001"
"2391","MT","Rosário Oeste","78470-000"
"2392","MT","Salto do Céu","78270-000"
"2393","MT","Santa Carmem","78545-000"
"2394","MT","Santa Cruz do Xingu","78664-000"
"2395","MT","Santa Rita do Trivelato","78453-000"
"2396","MT","Santa Terezinha","78650-000"
"2397","MT","Santo Afonso","78425-000"
"2398","MT","Santo Antônio do Leste","78628-000"
"2399","MT","Santo Antônio do Leverger","78180-000"
"2400","MT","São Félix do Araguaia","78670-000"
"2401","MT","São José do Povo","78773-000"
"2402","MT","São José do Rio Claro","78435-000"
"2403","MT","São José do Xingu","78663-000"
"2404","MT","São José dos Quatro Marcos","78285-000"
"2405","MT","São Pedro da Cipa","78835-000"
"2406","MT","Sapezal","78365-000"
"2407","MT","Serra Nova Dourada","78668-000"
"2408","MT","Sinop","78550-001"
"2409","MT","Sorriso","78890-000"
"2410","MT","Tabaporã","78563-000"
"2411","MT","Tangará da Serra","78300-000"
"2412","MT","Tapurah","78573-000"
"2413","MT","Terra Nova do Norte","78505-000"
"2414","MT","Tesouro","78775-000"
"2415","MT","Torixoréu","78695-000"
"2416","MT","União do Sul","78543-000"
"2417","MT","Vale de São Domingos","78253-000"
"2418","MT","Várzea Grande","78110-001"
"2419","MT","Vera","78880-000"
"2420","MT","Vila Bela da Santíssima Trindade","78245-000"
"2421","MT","Vila Rica","78645-000"
"2422","PA","Abaetetuba","68440-000"
"2423","PA","Abel Figueiredo","68527-000"
"2424","PA","Acará","68690-000"
"2425","PA","Afuá","68890-000"
"2426","PA","Água Azul do Norte","68533-000"
"2427","PA","Alenquer","68200-000"
"2428","PA","Almeirim","68230-000"
"2429","PA","Altamira","68370-001"
"2430","PA","Anajás","68810-000"
"2431","PA","Ananindeua","67000-001"
"2432","PA","Anapu","68365-000"
"2433","PA","Augusto Corrêa","68610-000"
"2434","PA","Aurora do Pará","68658-000"
"2435","PA","Aveiro","68150-000"
"2436","PA","Bagre","68475-000"
"2437","PA","Baião","68465-000"
"2438","PA","Bannach","68388-000"
"2439","PA","Barcarena","68445-000"
"2440","PA","Belém","66000-001"
"2441","PA","Belterra","68143-000"
"2442","PA","Benevides","68795-000"
"2443","PA","Bom Jesus do Tocantins","68525-000"
"2444","PA","Bonito","68645-000"
"2445","PA","Bragança","68600-000"
"2446","PA","Brasil Novo","68148-000"
"2447","PA","Brejo Grande do Araguaia","68521-000"
"2448","PA","Breu Branco","68488-000"
"2449","PA","Breves","68800-000"
"2450","PA","Bujaru","68670-000"
"2451","PA","Cachoeira do Arari","68840-000"
"2452","PA","Cachoeira do Piriá","68617-000"
"2453","PA","Cametá","68400-000"
"2454","PA","Canaã dos Carajás","68537-000"
"2455","PA","Capanema","68700-001"
"2456","PA","Capitão Poço","68650-000"
"2457","PA","Castanhal","68740-001"
"2458","PA","Chaves","68880-000"
"2459","PA","Colares","68785-000"
"2460","PA","Conceição do Araguaia","68540-000"
"2461","PA","Concórdia do Pará","68685-000"
"2462","PA","Cumaru do Norte","68398-000"
"2463","PA","Curionópolis","68523-000"
"2464","PA","Curralinho","68815-000"
"2465","PA","Curuá","68210-000"
"2466","PA","Curuçá","68750-000"
"2467","PA","Dom Eliseu","68633-000"
"2468","PA","Eldorado dos Carajás","68524-000"
"2469","PA","Faro","68280-000"
"2470","PA","Floresta do Araguaia","68543-000"
"2471","PA","Garrafão do Norte","68665-000"
"2472","PA","Goianésia do Pará","68639-000"
"2473","PA","Gurupá","68300-000"
"2474","PA","Igarapé-Açu","68725-000"
"2475","PA","Igarapé-Miri","68430-000"
"2476","PA","Inhangapi","68770-000"
"2477","PA","Ipixuna do Pará","68637-000"
"2478","PA","Irituia","68655-000"
"2479","PA","Itaituba","68180-001"
"2480","PA","Itupiranga","68580-000"
"2481","PA","Jacareacanga","68195-000"
"2482","PA","Jacundá","68590-000"
"2483","PA","Juruti","68170-000"
